id,name,now_cost,position,team,news,corners_and_indirect_freekicks_order,yellow_cards,ict_index_rank_type,red_cards,expected_assists,influence_rank,now_cost_rank,selected_rank,form_rank_type,creativity_rank,expected_goals_per_90,expected_assists_per_90,threat_rank,bps,ict_index,now_cost_rank_type,web_name,influence_rank_type,saves,clean_sheets_per_90,influence,creativity,goals_conceded_per_90,ep_next,saves_per_90,direct_freekicks_order,minutes,selected_rank_type,expected_goals_conceded,news_added,value_season,expected_goals,bonus,chance_of_playing_next_round,own_goals,threat,goals_scored,expected_goals_conceded_per_90,total_points,goals_conceded,expected_goal_involvements,points_per_game_rank,assists,threat_rank_type,starts,points_per_game_rank_type,status,clean_sheets,expected_goal_involvements_per_90,penalties_missed,penalties_saved,selected_by_percent,starts_per_90,points_per_game,creativity_rank_type,ict_index_rank,penalties_order,form_rank
198,Marc Cucurella Saseta,50,DEF,Chelsea,,,4,60,0,0.96,174,217,223,191,131,0.02,0.05,255,363,65.9,23,Cucurella,64,0,0.32,354.4,232.5,1.08,1.8,0.0,,1669,76,26.03,,13.0,0.38,1,,0,72.0,0,1.4,65,20,1.34,178,2,87,21,65,a,6,0.07,0,0,0.6,1.13,2.7,29,194,,408
199,Enzo Fernández,50,MID,Chelsea,,,3,95,0,2.64,181,282,88,165,97,0.05,0.15,252,265,72.6,181,Enzo,82,0,0.17,315.8,334.3,1.45,1.1,0.0,4.0,1547,31,24.91,,8.4,0.78,1,,0,74.0,0,1.45,42,25,3.42,215,2,132,18,84,a,3,0.2,0,0,3.7,1.05,2.3,73,179,,473
200,David Datro Fofana,50,FWD,Chelsea,Joined Union Berlin on a season-long loan - Expected back 01 Jul,,0,39,0,0.04,362,296,614,39,305,0.75,0.05,306,8,8.0,59,D.D.Fofana,39,0,0.0,15.2,34.6,1.32,0.0,0.0,,68,80,1.72,2023-07-11T09:30:03.546600Z,0.6,0.57,0,0.0,0,30.0,0,2.28,3,1,0.61,391,0,40,1,42,u,0,0.8,0,0,0.0,1.32,1.0,36,348,,487
201,Wesley Fofana,45,DEF,Chelsea,Knee injury - Unknown return date,,4,87,0,0.29,194,476,487,168,278,0.05,0.02,233,244,44.4,139,W.Fofana,70,0,0.13,294.6,59.6,1.59,0.0,0.0,,1362,186,22.96,2023-07-18T23:30:03.865981Z,8.2,0.74,4,0.0,0,86.0,1,1.52,37,24,1.03,224,0,74,14,86,i,2,0.07,0,0,0.1,0.93,2.2,99,250,,282
202,Conor Gallagher,55,MID,Chelsea,,5.0,9,70,1,1.73,154,129,247,213,94,0.14,0.1,97,279,106.5,82,Gallagher,68,0,0.22,386.2,351.5,1.29,1.6,0.0,,1608,78,30.95,,12.0,2.55,7,,0,329.0,3,1.73,66,23,4.28,277,1,66,18,117,a,4,0.24,0,0,0.4,1.01,1.9,71,107,,542
203,Malo Gusto,40,DEF,Chelsea,,,0,178,0,0.00,461,630,143,57,454,0.0,0.0,439,0,0.0,207,Gusto,178,0,0.0,0.0,0.0,0.0,0.5,0.0,,0,49,0.00,,0.0,0.00,0,,0,0.0,0,0.0,0,0,0.00,470,0,176,0,179,a,0,0.0,0,0,1.4,0.0,0.0,178,464,,97
204,Lewis Hall,45,DEF,Chelsea,,,1,81,0,1.46,285,504,319,175,139,0.11,0.2,194,118,48.8,146,Hall,113,0,0.14,134.4,225.8,1.52,1.5,0.0,,653,120,13.29,,4.2,0.83,3,,0,127.0,0,1.83,19,11,2.29,238,0,48,8,92,a,1,0.31,0,0,0.2,1.1,2.1,32,234,,310
205,Callum Hudson-Odoi,50,MID,Chelsea,,,0,257,0,0.00,601,239,516,141,600,0.0,0.0,598,0,0.0,157,Hudson-Odoi,257,0,0.0,0.0,0.0,0.0,1.1,0.0,,0,185,0.00,,0.0,0.00,0,,0,0.0,0,0.0,0,0,0.00,602,0,257,0,257,a,0,0.0,0,0,0.1,0.0,0.0,257,602,,430
206,Reece James,55,DEF,Chelsea,,2.0,4,38,0,2.93,195,127,23,209,90,0.08,0.21,175,286,80.4,11,James,71,0,0.14,292.2,358.2,1.23,2.1,0.0,2.0,1242,9,14.11,,8.0,1.06,5,,0,153.0,1,1.02,44,17,3.99,171,2,33,14,61,a,2,0.29,0,0,15.9,1.01,2.8,17,153,2.0,540
207,Romelu Lukaku Bolingoli,70,FWD,Chelsea,,,0,78,0,0.00,637,28,203,68,637,0.0,0.0,637,0,0.0,12,Lukaku,78,0,0.0,0.0,0.0,0.0,1.8,0.0,,0,39,0.00,,0.0,0.00,0,,0,0.0,0,0.0,0,0,0.00,637,0,78,0,78,a,0,0.0,0,0,0.7,0.0,0.0,78,637,,603
208,Noni Madueke,55,MID,Chelsea,Hamstring injury - 75% chance of playing,,0,104,0,0.72,268,133,404,217,173,0.13,0.1,138,105,55.0,86,Madueke,118,0,0.0,153.8,170.8,1.83,1.2,0.0,,639,134,13.11,2023-08-03T10:30:04.622782Z,4.7,0.90,2,75.0,0,224.0,1,1.85,26,13,1.62,232,0,90,7,95,d,0,0.23,0,0,0.1,0.99,2.2,110,218,,546
210,Mykhailo Mudryk,65,MID,Chelsea,,,1,125,0,1.26,298,56,100,249,187,0.25,0.17,188,73,38.2,34,Mudryk,132,0,0.0,100.8,146.4,1.38,1.8,0.0,,650,35,10.88,,3.8,1.82,0,,0,140.0,0,1.51,25,10,3.08,301,2,112,7,130,a,0,0.42,0,0,3.1,0.97,1.7,116,269,,602
211,Nicolas Jackson,70,FWD,Chelsea,,,0,80,0,0.00,640,39,25,70,640,0.0,0.0,640,0,0.0,14,N.Jackson,80,0,0.0,0.0,0.0,0.0,1.8,0.0,,0,5,0.00,,0.0,0.00,0,,0,0.0,0,0.0,0,0,0.00,640,0,80,0,80,a,0,0.0,0,0,15.4,0.0,0.0,80,640,,614
212,Christopher Nkunku,75,FWD,Chelsea,Knee injury - Unknown return date,,0,81,0,0.00,641,22,95,72,641,0.0,0.0,641,0,0.0,8,Nkunku,81,0,0.0,0.0,0.0,0.0,0.0,0.0,,0,19,0.00,2023-08-03T09:30:04.720287Z,0.0,0.00,0,0.0,0,0.0,0,0.0,0,0,0.00,641,0,81,0,81,i,0,0.0,0,0,3.2,0.0,0.0,81,641,,620
213,Christian Pulisic,55,MID,Chelsea,Permanent transfer to AC Milan,,1,107,0,0.38,289,109,606,197,175,0.19,0.04,135,102,51.1,66,Pulisic,126,0,0.34,120.4,166.8,1.23,0.0,0.0,,805,249,14.13,2023-07-14T08:03:53.480692Z,7.1,1.67,0,0.0,0,227.0,1,1.58,39,11,2.05,310,1,87,8,134,u,3,0.23,0,0,0.0,0.89,1.6,111,226,,522
214,Malang Sarr,45,DEF,Chelsea,,,0,196,0,0.00,500,400,431,129,500,0.0,0.0,490,0,0.0,100,M.Sarr,196,0,0.0,0.0,0.0,0.0,1.5,0.0,,0,163,0.00,,0.0,0.00,0,,0,0.0,0,0.0,0,0,0.00,508,0,194,0,196,a,0,0.0,0,0,0.1,0.0,0.0,196,503,,206
215,Gabriel Słonina,40,GKP,Chelsea,,,0,59,0,0.00,456,625,424,40,449,0.0,0.0,434,0,0.0,69,Slonina,59,0,0.0,0.0,0.0,0.0,0.5,0.0,,0,61,0.00,,0.0,0.00,0,,0,0.0,0,0.0,0,0,0.00,465,0,41,0,59,a,0,0.0,0,0,0.1,0.0,0.0,50,459,,92
216,Raheem Sterling,70,MID,Chelsea,,,4,44,0,3.22,150,29,127,250,55,0.3,0.15,36,274,153.9,16,Sterling,67,0,0.24,399.6,495.4,1.29,2.0,0.0,,1886,45,27.83,,14.4,6.21,9,,0,647.0,6,1.33,101,27,9.43,88,4,25,23,38,a,5,0.45,0,0,2.0,1.1,3.6,47,60,,604
217,Thiago Emiliano da Silva,50,DEF,Chelsea,,,2,28,0,1.04,49,157,124,181,246,0.06,0.04,180,524,91.4,13,T.Silva,11,0,0.23,676.8,90.4,1.23,1.8,0.0,,2351,41,34.83,,16.0,1.54,8,,0,147.0,0,1.33,80,32,2.58,138,2,36,26,44,a,6,0.1,0,0,2.0,1.0,3.0,80,131,,348
218,Hakim Ziyech,55,MID,Chelsea,,3.0,1,111,0,1.51,266,96,345,188,133,0.09,0.21,213,129,49.0,57,Ziyech,117,0,0.28,155.4,230.9,0.97,1.6,0.0,,649,107,8.80,,6.0,0.65,0,,0,113.0,0,1.22,33,7,2.16,290,3,117,6,124,a,2,0.3,0,0,0.2,0.83,1.8,91,232,4.0,509
589,Ângelo Gabriel Borges Damaceno,50,MID,Chelsea,Season long loan to Strasbourg until the end of the season,,0,266,0,0.00,620,295,571,175,620,0.0,0.0,617,0,0.0,191,Ângelo,266,0,0.0,0.0,0.0,0.0,0.0,0.0,,0,225,0.00,2023-08-10T13:51:38.491138Z,0.0,0.00,0,0.0,0,0.0,0,0.0,0,0,0.00,620,0,266,0,266,u,0,0.0,0,0,0.0,0.0,0.0,266,620,,486
609,Ian Maatsen,55,MID,Chelsea,,,0,271,0,0.00,630,139,412,221,630,0.0,0.0,630,0,0.0,90,Maatsen,271,0,0.0,0.0,0.0,0.0,1.6,0.0,,0,137,0.00,,0.0,0.00,0,,0,0.0,0,0.0,0,0,0.00,630,0,271,0,271,a,0,0.0,0,0,0.1,0.0,0.0,271,630,,552
611,Axel Disasi,50,DEF,Chelsea,,,0,212,0,0.00,604,246,318,197,603,0.0,0.0,601,0,0.0,29,Disasi,212,0,0.0,0.0,0.0,0.0,1.8,0.0,,0,119,0.00,,0.0,0.00,0,,0,0.0,0,0.0,0,0,0.00,605,0,212,0,212,a,0,0.0,0,0,0.2,0.0,0.0,212,605,,437
613,Lesley Ugochukwu,45,MID,Chelsea,,,0,225,0,0.00,562,517,437,65,559,0.0,0.0,555,0,0.0,261,Ugochukwu,225,0,0.0,0.0,0.0,0.0,0.5,0.0,,0,146,0.00,,0.0,0.00,0,,0,0.0,0,0.0,0,0,0.00,565,0,225,0,227,a,0,0.0,0,0,0.1,0.0,0.0,225,563,,323
623,Mason Burstow,45,FWD,Chelsea,,,0,58,0,0.00,567,526,558,20,565,0.0,0.0,560,0,0.0,80,Burstow,57,0,0.0,0.0,0.0,0.0,0.5,0.0,,0,76,0.00,,0.0,0.00,0,,0,0.0,0,0.0,0,0,0.00,570,0,58,0,58,a,0,0.0,0,0,0.0,0.0,0.0,57,568,,332
219,Naouirou Ahamada,45,MID,Crystal Palace,,,1,167,0,0.02,372,486,274,46,336,0.16,0.02,325,20,3.0,242,Ahamada,169,0,0.0,7.4,13.2,2.07,1.5,0.0,,87,84,1.83,,1.6,0.15,0,,0,14.0,0,1.89,7,2,0.17,394,0,162,0,186,a,0,0.18,0,0,0.3,0.0,0.9,168,367,,292
220,Joachim Andersen,45,DEF,Crystal Palace,,,8,17,0,1.04,56,379,198,113,178,0.06,0.03,116,483,109.8,84,Andersen,15,0,0.26,658.8,163.4,1.2,2.5,0.0,,2782,69,36.23,,17.8,1.87,1,,2,273.0,1,1.17,80,37,2.91,197,0,13,32,75,a,8,0.09,0,0,0.8,1.04,2.5,48,100,,185
221,Jordan Ayew,55,MID,Crystal Palace,,,5,52,0,2.52,103,84,286,183,59,0.1,0.08,67,332,140.3,52,J.Ayew,47,0,0.27,494.4,468.2,1.36,2.6,0.0,,2708,87,41.13,,18.9,3.13,4,,0,439.0,4,1.37,104,41,5.65,180,3,48,31,72,a,8,0.18,0,0,0.3,1.03,2.7,50,70,,497
222,Nathaniel Clyne,45,DEF,Crystal Palace,,,3,100,0,0.60,245,318,402,74,201,0.0,0.03,335,246,33.6,45,Clyne,95,0,0.16,203.6,124.9,1.26,2.5,0.0,,1638,153,26.26,,9.8,0.00,0,,0,8.0,0,1.44,44,23,0.60,252,0,129,19,95,a,3,0.03,0,0,0.1,1.04,2.0,57,278,,124
223,Cheick Doucouré,50,MID,Crystal Palace,Muscle injury - 75% chance of playing,,8,76,1,1.22,112,275,508,161,91,0.05,0.04,167,411,99.8,177,C.Doucouré,53,0,0.23,475.0,353.7,1.33,1.6,0.0,,2770,177,40.18,2023-08-06T23:30:05.645648Z,14.8,1.45,3,75.0,0,167.0,0,1.31,74,41,2.67,229,3,105,34,92,d,7,0.09,0,0,0.1,1.1,2.2,68,119,,466
224,Malcolm Ebiowei,45,MID,Crystal Palace,,,0,176,0,0.01,381,478,497,40,360,0.0,0.03,344,9,0.9,236,Ebiowei,177,0,0.0,3.4,0.9,2.9,1.5,0.0,,31,170,0.18,,0.7,0.00,0,,0,4.0,0,0.52,3,1,0.01,375,0,170,0,170,a,0,0.03,0,0,0.1,0.0,1.0,176,382,,284
225,Odsonne Edouard,55,FWD,Crystal Palace,,,3,14,0,0.80,175,114,128,46,129,0.21,0.04,49,225,113.2,32,Edouard,17,0,0.25,351.6,238.7,1.26,2.3,0.0,,1788,24,24.19,,14.9,4.14,5,,0,552.0,5,1.22,82,25,4.94,218,2,16,20,25,a,5,0.25,0,0,2.0,1.01,2.3,13,97,3.0,527
226,Eberechi Eze,65,MID,Crystal Palace,,2.0,3,18,0,2.92,43,51,20,245,18,0.25,0.1,37,580,217.0,30,Eze,18,0,0.31,702.6,833.6,1.2,2.8,0.0,1.0,2631,7,32.64,,24.5,7.25,21,,0,635.0,10,1.12,159,35,10.17,35,5,26,30,16,a,9,0.35,0,0,17.8,1.03,4.2,15,25,2.0,597
227,Vicente Guaita,45,GKP,Crystal Palace,,,1,12,0,0.01,51,307,167,46,467,0.0,0.0,452,484,66.8,13,Guaita,12,85,0.22,668.4,0.0,1.26,2.8,3.15,,2430,22,38.20,,22.0,0.00,10,,0,0.0,0,1.41,99,34,0.01,70,0,47,27,14,a,6,0.0,0,0,1.1,1.0,3.7,56,192,,113
228,Marc Guéhi,45,DEF,Crystal Palace,,,8,19,0,0.82,42,403,129,132,188,0.04,0.02,143,623,106.7,103,Guéhi,9,0,0.24,705.0,145.5,1.24,2.5,0.0,,3330,43,46.47,,21.1,1.46,2,,1,213.0,1,1.26,95,46,2.28,182,0,19,37,68,a,9,0.06,0,0,1.9,1.0,2.6,51,106,,209
229,Will Hughes,50,MID,Crystal Palace,Knock - 75% chance of playing,3.0,4,126,0,0.63,253,184,610,102,228,0.04,0.07,247,152,37.4,118,Hughes,112,0,0.11,190.4,107.4,1.2,1.6,0.0,,822,253,13.05,2023-08-06T23:30:05.660088Z,8.2,0.34,3,75.0,0,78.0,1,1.43,41,11,0.97,319,1,129,7,138,d,1,0.11,0,0,0.0,0.77,1.5,129,271,,375
230,Sam Johnstone,45,GKP,Crystal Palace,,,1,20,0,0.00,260,338,126,53,477,0.0,0.0,464,159,17.8,20,Johnstone,20,26,0.33,177.4,0.0,1.11,2.8,2.89,,810,17,8.81,,8.0,0.00,5,,0,0.0,0,0.98,36,10,0.00,46,0,54,9,10,a,3,0.0,0,0,2.0,1.0,4.0,61,318,,144
231,Jefferson Lerma Solís,50,MID,Crystal Palace,,,7,60,0,3.00,66,200,246,111,109,0.07,0.08,101,500,122.7,127,Lerma,31,0,0.19,619.2,296.4,1.85,2.1,0.0,,3252,77,60.57,,20.2,2.58,5,,1,312.0,5,1.68,101,67,5.58,177,0,69,37,71,a,7,0.15,0,0,0.4,1.02,2.7,81,85,,391
232,Jean-Philippe Mateta,50,FWD,Crystal Palace,,,3,31,0,0.16,290,260,252,32,268,0.41,0.02,124,96,42.5,52,Mateta,30,0,0.36,119.8,71.4,1.2,1.9,0.0,,748,47,13.49,,8.2,3.44,3,,0,247.0,2,1.62,41,10,3.60,335,0,30,6,37,a,3,0.43,0,0,0.4,0.72,1.4,33,256,,451
233,Remi Matthews,40,GKP,Crystal Palace,,,0,46,0,0.00,418,574,408,25,408,0.0,0.0,391,0,0.0,54,Matthews,46,0,0.0,0.0,0.0,0.0,1.5,0.0,,0,59,0.00,,0.0,0.00,0,,0,0.0,0,0.0,0,0,0.00,427,0,26,0,46,a,0,0.0,0,0,0.1,0.0,0.0,35,421,,41
234,Tyrick Mitchell,45,DEF,Crystal Palace,Thigh injury - 75% chance of playing,,5,31,1,1.25,106,453,296,161,123,0.02,0.04,187,476,89.0,132,Mitchell,35,0,0.25,485.0,260.3,1.25,1.9,0.0,,2889,110,42.90,2023-08-06T23:30:05.674779Z,20.7,0.62,7,75.0,0,141.0,0,1.34,93,40,1.87,184,2,42,34,70,d,8,0.06,0,0,0.3,1.06,2.6,27,137,,259
235,Jake O'Brien,40,DEF,Crystal Palace,,,0,181,0,0.00,466,636,379,60,460,0.0,0.0,445,0,0.0,210,O'Brien,181,0,0.0,0.0,0.0,0.0,1.5,0.0,,0,146,0.00,,0.0,0.00,0,,0,0.0,0,0.0,0,0,0.00,475,0,179,0,182,a,0,0.0,0,0,0.2,0.0,0.0,181,469,,103
236,Michael Olise,60,MID,Crystal Palace,Hamstring injury - 25% chance of playing,1.0,2,14,0,6.42,60,79,352,239,7,0.09,0.21,58,517,225.6,49,Olise,25,0,0.26,652.4,1115.0,1.25,0.7,0.0,2.0,2743,112,37.03,2023-07-05T16:30:03.780925Z,22.0,2.87,15,25.0,0,484.0,2,1.21,132,38,9.29,86,11,41,31,37,d,8,0.3,0,0,0.2,1.02,3.6,5,21,,584
237,Luke Plange,45,FWD,Crystal Palace,"Half season loan to Carlisle United, expected back in January",,0,53,0,0.00,538,479,530,15,537,0.0,0.0,530,0,0.0,75,Plange,52,0,0.0,0.0,0.0,0.0,0.0,0.0,,0,74,0.00,2023-08-02T07:30:53.481421Z,0.0,0.00,0,0.0,0,0.0,0,0.0,0,0,0.00,543,0,53,0,53,u,0,0.0,0,0,0.1,0.0,0.0,52,540,,285
238,Chris Richards,40,DEF,Crystal Palace,,,0,122,0,0.05,305,608,237,37,332,0.14,0.01,312,83,13.2,187,C.Richards,118,0,0.2,92.4,15.3,2.23,1.5,0.0,,443,81,11.19,,3.2,0.71,0,,0,26.0,0,2.27,13,11,0.76,327,0,116,4,119,a,1,0.15,0,0,0.5,0.81,1.4,123,330,,75
239,Jairo Riedewald,45,MID,Crystal Palace,,,0,170,0,0.01,370,377,501,13,348,0.06,0.02,343,19,1.5,209,Riedewald,167,0,0.0,9.8,2.6,0.0,1.5,0.0,,60,172,0.93,,1.3,0.04,0,,0,4.0,0,1.4,6,0,0.05,368,0,169,0,165,a,0,0.08,0,0,0.1,0.0,1.0,171,373,,183
240,Jeffrey Schlupp,50,MID,Crystal Palace,,,7,78,0,1.11,146,172,359,93,125,0.11,0.04,99,324,97.9,109,Schlupp,64,0,0.32,404.6,257.6,1.35,2.1,0.0,,2528,115,37.03,,17.8,2.97,2,,0,314.0,3,1.32,89,38,4.08,187,2,67,30,73,a,9,0.15,0,0,0.2,1.07,2.6,87,122,,363
241,James Tomkins,40,DEF,Crystal Palace,,,1,120,1,0.00,309,541,180,2,357,0.22,0.0,272,50,14.6,152,Tomkins,120,0,0.0,90.0,1.1,2.69,1.5,0.0,,335,62,9.99,,2.0,0.81,1,,0,54.0,1,2.68,8,10,0.81,340,0,99,3,123,a,0,0.22,0,0,0.9,0.81,1.3,133,328,,8
242,Joel Ward,45,DEF,Crystal Palace,,,6,49,0,0.83,121,315,349,72,171,0.04,0.03,207,403,73.5,43,Ward,41,0,0.32,446.6,172.5,1.4,2.5,0.0,,2253,130,32.15,,17.3,1.12,5,,0,114.0,1,1.28,78,35,1.95,163,0,59,24,56,a,8,0.07,0,0,0.2,0.96,2.8,44,172,,121
243,Joe Whitworth,40,GKP,Crystal Palace,,,0,27,0,0.00,347,632,155,41,456,0.0,0.0,441,28,4.2,70,Whitworth,27,5,0.0,41.8,0.0,2.5,1.5,2.5,,180,20,2.07,,0.8,0.00,0,,0,0.0,0,1.04,3,5,0.00,314,0,42,2,28,a,0,0.0,0,0,1.2,1.0,1.5,51,361,,99
615,Matheus França de Oliveira,50,MID,Crystal Palace,Knock - Unknown return date,,0,268,0,0.00,623,301,605,179,623,0.0,0.0,620,0,0.0,195,Matheus França,268,0,0.0,0.0,0.0,0.0,0.0,0.0,,0,248,0.00,2023-08-08T11:00:07.451047Z,0.0,0.00,0,0.0,0,0.0,0,0.0,0,0,0.00,623,0,268,0,268,i,0,0.0,0,0,0.0,0.0,0.0,268,623,,492
244,André Tavares Gomes,45,MID,Everton,,,0,188,0,0.00,484,354,282,5,482,0.0,0.0,470,0,0.0,201,André Gomes,187,0,0.0,0.0,0.0,0.0,1.0,0.0,,0,86,0.00,,0.0,0.00,0,,0,0.0,0,0.0,0,0,0.00,492,0,183,0,193,a,0,0.0,0,0,0.3,0.0,0.0,189,487,,160
245,Jarrad Branthwaite,40,DEF,Everton,,,0,177,0,0.00,460,629,241,56,453,0.0,0.0,438,0,0.0,206,Branthwaite,177,0,0.0,0.0,0.0,0.0,1.0,0.0,,0,83,0.00,,0.0,0.00,0,,0,0.0,0,0.0,0,0,0.00,469,0,175,0,178,a,0,0.0,0,0,0.5,0.0,0.0,177,463,,96
246,Dominic Calvert-Lewin,60,FWD,Everton,Lack of match fitness - 75% chance of playing,,3,24,0,0.72,282,68,131,59,205,0.46,0.06,75,89,66.4,23,Calvert-Lewin,29,0,0.31,138.4,122.4,1.7,1.5,0.0,,1166,26,23.13,2023-08-10T13:00:06.178399Z,6.7,5.90,2,75.0,0,409.0,2,1.79,40,22,6.62,213,1,20,15,24,d,4,0.52,0,0,1.9,1.16,2.4,25,193,1.0,573
247,Seamus Coleman,45,DEF,Everton,Knee injury - Unknown return date,,1,78,0,0.92,191,319,426,75,226,0.02,0.05,227,314,50.4,46,Coleman,68,0,0.27,297.8,108.7,1.36,0.0,0.0,,1654,160,33.50,2023-08-06T23:30:05.699825Z,14.0,0.30,5,0.0,0,95.0,1,1.82,63,25,1.22,174,0,70,20,62,i,5,0.07,0,0,0.1,1.09,2.7,71,228,,125
248,Dele Alli,50,MID,Everton,Hip injury - Unknown return date,,0,177,0,0.00,389,185,480,103,351,0.0,0.0,340,5,0.9,119,Dele,182,0,0.0,0.6,2.2,2.37,0.0,0.0,,38,165,1.68,2023-08-06T23:30:05.714102Z,0.4,0.00,0,0.0,0,6.0,0,3.98,2,1,0.00,387,0,167,0,182,i,0,0.0,0,0,0.1,0.0,1.0,173,383,,376
249,Abdoulaye Doucouré,55,MID,Everton,,,6,83,1,1.52,172,94,310,186,113,0.15,0.09,123,263,89.7,55,A.Doucoure,76,0,0.24,360.4,284.1,1.59,2.1,0.0,,1527,94,32.10,,13.8,2.61,10,,0,255.0,5,1.89,76,27,4.13,140,2,79,17,57,a,4,0.24,0,0,0.2,1.0,3.0,82,136,,507
250,James Garner,50,MID,Everton,,4.0,3,136,0,0.50,296,261,540,151,215,0.08,0.06,264,109,29.2,167,Garner,130,0,0.23,109.2,116.2,1.47,1.6,0.0,,796,203,15.66,,5.0,0.70,0,,0,64.0,0,1.77,25,13,1.20,309,1,137,7,133,a,2,0.14,0,0,0.0,0.79,1.6,125,291,,452
251,Jean-Philippe Gbamin,45,MID,Everton,,,0,190,0,0.00,489,365,564,11,488,0.0,0.0,478,0,0.0,207,Gbamin,189,0,0.0,0.0,0.0,0.0,1.0,0.0,,0,220,0.00,,0.0,0.00,0,,0,0.0,0,0.0,0,0,0.00,497,0,188,0,195,a,0,0.0,0,0,0.0,0.0,0.0,192,492,,171
252,Ben Godfrey,45,DEF,Everton,,,2,113,0,0.08,274,390,350,121,292,0.14,0.01,287,101,23.6,92,Godfrey,110,0,0.11,146.8,42.3,2.02,2.0,0.0,,801,131,18.17,,4.0,1.24,0,,0,46.0,0,2.04,18,18,1.32,329,1,105,10,121,a,1,0.15,0,0,0.2,1.12,1.4,106,307,,196
253,Demarai Gray,55,MID,Everton,,,3,33,0,3.82,141,107,255,196,39,0.22,0.14,31,284,173.2,65,Gray,62,0,0.25,410.8,614.7,1.4,2.1,0.0,,2501,81,46.59,,16.5,6.17,4,,0,707.0,4,1.68,91,39,9.99,170,1,20,27,69,a,7,0.36,0,0,0.4,0.97,2.8,32,44,,520
254,Idrissa Gueye,50,MID,Everton,,,7,97,0,0.83,131,168,533,90,154,0.02,0.03,235,357,70.6,106,Gana,59,0,0.28,426.8,195.3,1.57,1.6,0.0,,2577,198,49.99,,13.2,0.71,1,,0,85.0,0,1.75,66,45,1.54,260,1,125,32,102,a,8,0.05,0,0,0.0,1.12,2.0,100,184,,359
255,Mason Holgate,40,DEF,Everton,,,1,115,1,0.17,307,577,125,18,267,0.18,0.03,269,81,21.5,168,Holgate,119,0,0.36,90.4,71.9,1.6,1.0,0.0,,506,42,9.49,,4.0,1.00,2,,0,55.0,0,1.69,16,9,1.17,249,0,96,5,93,a,2,0.21,0,0,2.0,0.89,2.0,94,311,,44
256,Alex Iwobi,55,MID,Everton,,3.0,2,21,0,4.31,45,100,182,192,13,0.07,0.11,90,563,201.3,61,Iwobi,20,0,0.24,693.4,946.0,1.49,2.1,0.0,,3379,60,66.42,,22.9,2.56,9,,0,373.0,2,1.77,126,56,6.87,111,8,62,38,47,a,9,0.18,0,0,0.9,1.01,3.3,11,28,,513
257,Michael Keane,45,DEF,Everton,,,0,90,0,0.83,223,340,287,88,291,0.12,0.08,191,180,41.7,59,Keane,81,0,0.18,242.6,42.6,2.01,2.0,0.0,,983,105,23.98,,8.7,1.29,5,,0,131.0,1,2.2,39,22,2.12,115,2,45,10,30,a,2,0.2,0,0,0.3,0.92,3.2,105,259,,146
258,Neal Maupay,50,FWD,Everton,,,4,25,0,0.24,312,190,170,23,225,0.4,0.02,70,86,62.2,43,Maupay,32,0,0.24,85.8,109.9,1.55,1.4,0.0,,1104,35,22.04,,8.2,4.91,3,,0,429.0,1,1.8,41,19,5.15,320,0,18,11,36,a,3,0.42,0,0,1.0,0.9,1.5,28,200,,381
259,Dwight McNeil,55,MID,Everton,Ankle injury - Unknown return date,1.0,5,23,0,5.45,38,136,351,219,22,0.13,0.2,61,505,195.8,88,McNeil,15,0,0.18,718.8,771.4,1.66,0.0,0.0,2.0,2490,111,51.30,2023-08-06T23:30:05.728528Z,22.9,3.51,14,0.0,0,464.0,7,1.85,126,46,8.96,99,5,44,28,43,i,5,0.33,0,0,0.2,1.01,3.5,19,32,,549
260,Vitalii Mykolenko,45,DEF,Everton,,,4,26,0,0.91,100,429,293,149,105,0.02,0.03,202,449,93.4,120,Mykolenko,33,0,0.24,504.8,307.0,1.56,2.0,0.0,,2653,108,53.67,,16.7,0.54,4,,0,120.0,0,1.82,75,46,1.45,223,1,55,30,85,a,7,0.05,0,0,0.3,1.02,2.2,19,128,,235
261,Amadou Onana,50,MID,Everton,,,9,79,0,1.66,173,285,309,168,102,0.11,0.06,108,300,96.0,184,Onana,77,0,0.33,358.2,316.6,1.34,1.6,0.0,,2486,93,47.89,,15.4,2.95,2,,0,287.0,1,1.73,77,37,4.61,216,3,71,29,85,a,9,0.17,0,0,0.2,1.05,2.3,77,125,,476
262,Nathan Patterson,45,DEF,Everton,,,3,85,0,0.71,229,449,312,159,220,0.03,0.05,220,173,45.3,130,Patterson,87,0,0.14,231.4,111.9,1.55,2.0,0.0,,1274,115,25.40,,6.9,0.48,0,,0,108.0,0,1.79,31,22,1.19,305,0,65,14,115,a,2,0.08,0,0,0.2,0.99,1.6,66,246,,255
263,Jordan Pickford,45,GKP,Everton,,,6,3,0,0.35,9,346,28,54,317,0.0,0.01,467,666,102.0,21,Pickford,3,124,0.22,997.8,23.0,1.54,2.3,3.35,,3330,4,66.41,,27.6,0.00,10,,0,0.0,0,1.79,124,57,0.35,104,1,55,37,21,a,8,0.01,0,1,14.7,1.0,3.4,1,115,,152
264,Ellis Simms,45,FWD,Everton,Transferred to Coventry City,,0,37,0,0.15,349,415,457,6,295,0.35,0.06,275,59,13.0,66,Simms,38,0,0.0,40.8,39.6,1.64,0.0,0.0,,219,66,6.40,2023-07-11T08:42:12.779256Z,3.8,0.86,0,0.0,0,54.0,1,2.63,17,4,1.01,316,0,37,2,35,u,0,0.41,0,0,0.1,0.82,1.5,35,331,,221
